status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
511585615610016_1071059566329282,,กัดฟุตบอล,photo,https://www.facebook.com/Gadfootball/photos/a.312706262449901.1073741828.312453082475219/378114342575759/?type=3,2017-03-18 08:25:03,724,16,0,549,3,3,167,1,1
511585615610016_1070907166344522,"""นับได้ว่า สองทศวรรษแห่งการรณรงค์ให้เด็กไทยใช้ถุงยางได้ผลดีทีเดียวครับ"" #มิตรสหายท่านหนึ่ง",จากสะพานลอยไปริมอ่าง โจ๋เชียงใหม่ย้ายที่จ้ำจี้ ล่าสุดเรื่องถึงผู้ว่าฯ,link,http://www.thairath.co.th/content/887161,2017-03-18 04:10:58,2949,75,78,2546,7,37,356,0,3
511585615610016_1070425809725991,"""..ยังมีคนที่หนีภาษีอีกมากมาย
บางคนร่ำรวยกว่าทักษิณด้วยซ้ำไป
ต้องใช้อภินิหารทางกฎหมาย
กับทุกคนที่หนีภาษีด้วยนะ
จึงจะเกิดประโยชน์แก่ประเทศอย่างแท้จริง..""

วีระ สมความคิด, 17 มี.ค.60
ที่มา : เพจ Veera Somkwamkid https://www.facebook.com/permalink.php?story_fbid=1247058988725284&id=181257625305431",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1070425809725991/?type=3,2017-03-17 12:14:04,2948,63,129,2631,45,16,252,3,1
511585615610016_1070387146396524,"""วันนี้ผมเข้ามาตักตวงหรือ ผมไม่สงสารประเทศหรือ แผ่นดินนี้ที่พวกผมรักษา แล้วให้เหยียบกันอยู่ทุกวัน ตายทับถมกันไปเท่าไหร่ ใครตาย นั่นแหละคือสิ่งที่ผมคิด ผมถึงเข้ามาอยู่ตรงนี้ ผมไม่ได้ทวงบุญคุณกับใครทั้งสิ้น ทหารมันตายตั้งแต่วันแรกที่สมัครเข้ามาเป็นทหารแล้ว เพราะต้องไปรบไปอยู่ชายแดน อย่างน้อยก็รถคว่ำตาย เพราะไปไกลบ้าน พอนั่งรถกลับมาก็ตายไปเยอะ เสี่ยงมาถึงวันนี้ได้ก็บุญแล้ว และผมก็ต้องมาเสี่ยงต่ออีก มันควรจะพักผ่อนได้แล้ว"" 

พล.อ.ประยุทธ์ จันทร์โอชา, 17 มี.ค.60
นายกรัฐมนตรี และหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) เป็นประธานแสดงปาฐกถาพิเศษในหัวข้อ ""การขับเคลื่อน Thailand 4.0 ด้านเกษตรอาหาร และเทคโนโลยีชีวภาพ"" ที่มหาวิทยาลัยเกษตรศาสตร์
ที่มา : ประยุทธ์ ลั่น 'ผมเป็นนักประชาธิปไตยคนหนึ่ง' แต่ต้องอยู่ในกรอบที่ถูกต้อง http://prachatai.org/journal/2017/03/70620",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1070387146396524/?type=3,2017-03-17 11:11:04,2458,384,204,1522,11,36,668,15,206
511585615610016_1070233946411844,"""..ขนาดมีศาสนาคนยังขนาดนี้ แล้วถ้าไม่มีศาสนาคนจะขนาดไหน .."" #มิตรสหายท่านหนึ่ง 

ประชากรในโลกที่ Secular/Nonreligious/Agnostic/Atheist มีจำนวน 1.1 billion หรือ 1.1 พันล้าน

ที่มา : http://www.adherents.com/Religions_By_Adherents.html",สารรูป,photo,https://www.facebook.com/quoteV2/photos/a.513308805437697.1073741840.511585615610016/1070233946411844/?type=3,2017-03-17 07:20:04,509,35,35,438,1,7,60,2,1
511585615610016_1070157519752820,"""พวกผมเชียร์ พล.อ.ประยุทธ์ อยู่แล้ว เราเชียร์แบบเปิดเผย ไม่ได้ลับๆ ล่อๆ เราเชียร์เลย และรู้ว่าสิ่งที่พล.อ.ประยุทธ์ ปฏิรูปประเทศตรงใจพวกเรา ไม่ต้องมา กล่าวหากัน เรารับเลย ชัดเจน ..ผมชื่นชม รัฐบาล และคสช.ที่เปิดโอกาสให้ทุกฝ่ายเข้ามาแสดงความคิดเห็น คนทำงานจะได้เข้าใจปัญหาลึกซึ้งถึงแก่นจริงๆ แต่ขอให้ดำเนินการที่เหมาะสมกับสภาพการณ์ของประเทศไทย ตามขนบธรรมเนียม ประเพณี วัฒนธรรม ความเชื่อถื่อของสังคมไทย"" 

สุเทพ เทือกสุบรรณ, 17 มี.ค.60
แกนนำ กปปส.
ที่มา : สุเทพหนุนประยุทธ์อยู่ต่อหากปฏิรูปไม่เสร็จ ยิ่งลักษณ์หนุนตั้ง กก.กลางสร้างปรองดอง http://prachatai.org/journal/2017/03/70622

-----

""..ผมยังเชื่อว่าเผด็จการสู้กับพลังประชาชนไม่ได้""

สุเทพ เทือกสุบรรณ, 23 มิ.ย.56
ได้กล่าวตอนหนึ่งบนเวทีผ่าความจริงที่ จ.สิงห์บุรี
ที่มา http://www2.manager.co.th/Around/ViewNews.aspx?NewsID=9560000076027&CommentPage=1&",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1070157519752820/?type=3,2017-03-17 04:56:28,3634,133,201,2408,14,52,1048,18,94
511585615610016_1070111833090722,"""ผมไม่เคยไปต่อต้านพวกท่าน ผมเป็นนักประชาธิปไตยคนหนึ่ง แต่ผมต้องอยู่ในกรอบประชาธิปไตยที่ถูกต้อง ทำอย่างไรประชาธิปไตยจะไม่ถูกบิดเบือน จะต้องไม่ขัดแย้ง ประชาชนจะต้องยืนอยู่ตรงไหน ถือเป็นสิ่งสำคัญของประเทศไทย หลายประเทศทำได้ทั้งหมด มีเพียงประเทศไทยประเทศเดียวที่ทำอะไรไม่ได้สักอย่าง เพราะติดขัดในข้อกฎหมาย ไม่ปฏิบัติตามข้อกฎหมาย คนที่บังคับใช้กฎหมายก็ทำไม่ได้ ล้วนแต่เป็นปัญหาของประเทศ ซึ่งเราต้องร่วมมือกันจัดระเบียบสังคมอีกสักหน่อย แต่ไม่ได้หมายความว่าจะไปละเมิดสิทธิ เพียงแต่เราต้องดูว่าเวลาที่คนเหล่านี้ไปละเมิดสิทธิผู้อื่น ทำให้ประชาชนสังคม และประเทศเดือดร้อนแค่ไหน โดยเฉพาะคนบางกลุ่มแล้วดูว่าทำไมพวกผมถึงต้องเข้ามาทำแบบนี้ ยืนยันว่าผมไม่ได้รังแกใคร ผมทำเพื่อทุกคนในประเทศนี้ 70 กว่าล้านคน ยืนยันว่าไม่ได้ทำเพื่อใครคนใดคนหนึ่ง""

พล.อ.ประยุทธ์ จันทร์โอชา, 17 มี.ค.60
นายกรัฐมนตรี และหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) เป็นประธานแสดงปาฐกถาพิเศษในหัวข้อ ""การขับเคลื่อน Thailand 4.0 ด้านเกษตรอาหาร และเทคโนโลยีชีวภาพ""  ที่มหาวิทยาลัยเกษตรศาสตร์
ที่มา : ประยุทธ์ ลั่น 'ผมเป็นนักประชาธิปไตยคนหนึ่ง' แต่ต้องอยู่ในกรอบที่ถูกต้อง http://prachatai.org/journal/2017/03/70620",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1070111833090722/?type=3,2017-03-17 03:34:26,2896,399,421,1577,14,65,1027,21,192
511585615610016_1070084056426833,"""พระหายาก""",ประชาไท Prachatai.com,photo,https://www.facebook.com/Prachatai/photos/a.10154441640596699.1073741949.108882546698/10154441640771699/?type=3,2017-03-17 02:33:25,141,4,0,113,1,4,21,2,0
511585615610016_1069980779770494,"""สรุปเรื่องราวในคดีของยู่ยี่ ทั้งปากคำของสามีที่บอกเล่าความไม่ชอบมาพากลของหลักฐานในคดี / กระบวนการในศาล / เรื่องเล่าจากเพื่อน(เคย)ร่วมคุกอย่าง กอล์ฟ ภรณ์ทิพย์ มั่นคง/ ทำความเข้าใจกฎหมายยาเสพติดใหม่ / ตอบคำถามว่ารื้อฟื้นคดีได้หรือไม่ / รวมถึงระเบียบราชทัณฑ์ใหม่ที่เพิ่งออกปีกลาย ซึ่งทำให้เธอ (โทษสูง) ต้องอยู่ในคุกอีกนานกว่าจะมีสิทธิได้รับอภัยโทษเช่นนักโทษคนอื่น"" 

- ประชาไท","ชำแหละคดี 'ยู่ยี่' : พ.ร.บ.ยาเสพติดใหม่ที่มาช้า-เสียงเพื่อนร่วมห้องขัง ""พี่ยี่นั่งเหม่อทุ",link,http://prachatai.org/journal/2017/03/70614,2017-03-16 22:48:05,1179,23,100,1073,2,7,3,92,2
511585615610016_1069967563105149,"""ไอ้คนนึง ขุด ไอ้คนนึง เหยียด หน้าแม่งได้ฟิวมากครับ
ประเทศเราแม่งโคตรคูล มีความสุขกับการดูถูกคนอื่น ทั้งที่ตัวเองก็อาจไม่ได้มีห่าอะไรเลย -0-""

#มิตรสหายท่านหนึ่ง คอมเม้นท์",ไข่แมว,photo,https://www.facebook.com/cartooneggcat/photos/a.136226233446771.1073741828.136187606783967/325321381203921/?type=3,2017-03-16 22:15:08,4978,62,0,4516,18,18,287,127,12
511585615610016_1069641879804384,"""ชิชาร์มันถูกเปลี่ยนตัว ไอ้คนประกบไม่รู้ ก็เลยวิ่งตาม
จนชิชาร์ต้องหันมาบอก เลยยิ้มๆกัน"" #มิตรสหายท่านหนึ่ง",giphy.com,link,http://giphy.com/gifs/6LrEQLNKrM9nq,2017-03-16 12:16:07,3208,46,129,2390,34,9,774,1,0
511585615610016_1069507486484490,"""ท่านนายกฯ รับทราบและดีใจที่กรุงเทพฯ ยังติดอันดับโลกด้านอาหารริมทาง ซึ่งถือเป็นเสน่ห์และเอกลักษณ์เฉพาะอย่างหนึ่งของไทยที่หลายประเทศไม่มี นักท่องเที่ยวสามารถซื้อหาอาหารอร่อยได้ตลอดเวลา โดยเน้นย้ำให้พ่อค้าแม่ค้าปรุงอาหารให้ถูกหลักอนามัย คำนึงถึงความสะอาดปลอดภัยทั้งในแง่ของอาหารและสิ่งแวดล้อมรอบ ๆ ร้าน รวมทั้งให้ความร่วมมือกับเจ้าหน้าที่สร้างความเป็นระเบียบเรียบร้อยให้นักท่องเที่ยวรู้สึกประทับใจ""  

พล.ท.สรรเสริญ แก้วกำเนิด, 16 มี.ค.60
โฆษกประจำสำนักนายกรัฐมนตรี 
กล่าวกรณีสำนักข่าว CNN จัดอันดับให้กรุงเทพฯ เป็น ""สวรรค์แห่งอาหารริมทาง"" หรือเมืองที่มีอาหารริมทาง (Street Food) ดีที่สุดในโลก

------

เป็นสิ่งที่ผิดกฎหมาย จริงๆ แล้วไม่ใช่วิถีชีวิต หรือวัฒนธรรมอันดีงามของไทย มันเริ่มมาจากการปล่อยปละละเลย จนเป็นความเคยชิน ซึ่งก่อให้เกิดความไม่เป็นระเบียบ รวมถึงเป็นช่องทางเรียกรับผลประโยชน์ของเจ้าหน้าที่ เกิดการฉ้อราษฎร์บังหลวง และความไม่เท่าเทียมในสังคมกับประชาชนกลุ่มอื่น ผู้ใช้เส้นทางสัญจรไม่ได้รับความสะดวก ถูกละเมิดสิทธิ โดยการกระทำที่ผิดกฎหมาย ถือว่าไม่เป็นธรรม 

พล.อ.ประยุทธ์ จันทร์โอชา, 11 พ.ย.59 
นายกรัฐมนตรีและหัวหน้า คสช. กล่าวในรายการ ""ศาสตร์พระราชาสู่การปฏิบัติอย่างยั่งยืน"" ตอนหนึ่งถึงการจัดระเบียบรถที่จอดรถ เส้นทางจราจร การรับส่ง รวมทั้ง การขายของบนทางเท้า ริมถนน

ที่มา : ประยุทธ์ ดีใจ CNN ยก กทม. 'สวรรค์แห่งอาหารริมทาง' ย้อนนายกฯเคยอัดขายของริมถนนผิดกฎหมาย http://prachatai.org/journal/2017/03/70608",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1069507486484490/?type=3,2017-03-16 08:22:26,2629,112,622,1738,5,25,845,4,12
511585615610016_1069379703163935,"""ปลื้มกับสิ่งที่ตัวเองไม่มีส่วนเกี่ยวข้องอ่ะครับ"" #มิตรสหายท่านหนึ่ง",'บิ๊กตู่' ปลื้มสื่อนอกยกกทม. 'สวรรค์แห่งอาหารริมทาง',link,http://news.voicetv.co.th/thailand/471237.html,2017-03-16 04:12:48,4568,117,159,3493,9,21,1036,4,5
511585615610016_1069345336500705,"""การดูงานต่างประเทศ เราต้องดูมาตรฐานสากล ว่าการศึกษาหลักสูตรลักษณะนี้ เขาทำอะไรกันบ้าง เราต้องอยู่ในมาตราฐานใกล้เคียงกัน เราอาจจะจำกัดด้วยงบประมาณ ไปสั้นกว่าระยะทางอาจจะใกล้กว่า ในหลายประเทศเขาไปเป็นเดือน ดูทั้งทวีป"" 

พล.อ.สุรพงษ์ สุวรรณอัตถ์, 16 มี.ค.60
ผู้บัญชาการทหารสูงสุด
กล่าวกรณี ทริปนศ.วิทยาลัยเสนาธิการทหาร ดูงานยุโรป
ที่มา : ทริปดูงานยุโรป ผบ.สส.ย้ำทหารยุคใหม่ต้องดูมาตรฐานสากล 'หมาเฝ้าบ้าน' แฉซ้ำล่องเรือสำราญสแกนดิเนเวีย http://prachatai.org/journal/2017/03/70599",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1069345336500705/?type=3,2017-03-16 02:51:40,1409,115,65,887,4,14,412,14,78
511585615610016_1068985879869984,"ยังไม่เห็นข้อเสนอของ นปช. ซึ่งคิดว่าทำไม่ได้หรอก คำสั่งคือคำสั่ง เพราะทำไปและใช้งานไปแล้วทั้งหมด รวมทั้งก็เป็นกฎหมาย ซึ่งเราทำไปเพื่ออนาคตให้อยู่ร่วมกันอย่างสันติ และมีความสงบ ถ้าอะไรที่เป็นกฎหมายทำไม่ได้ อย่างไรก็ตามถ้าต่อในอนาคตไปเกิดความสงบ มีความปรองดอง ประชาชนสามารภทำมาหากิน และนักธุรกิจเข้ามาลงทน จนทำให้ประเทศชาติเจริญเติบโต ก็เป็นสิ่งที่ดี เราจะอยู่ร่วมกันอย่างสันติ โดยใช้กฎหมาย เป็นต้น
แต่อะไรที่แล้วมาก็ไปว่ากันตามกระบวนการยุติธรรมไปจะให้ยกเลิกไม่ได้หรอก

พล.อ.ประวิตร วงษ์สุวรรณ, 15 มี.ค.60
รองนายกรัฐมนตรี และรัฐมนตรีว่าการกระทรวงกลาโหม 
กล่าวถึงข้อเสนอของกลุ่มแนวร่วมประชาธิปไตยต่อต้านเผด็จการแห่งชาติ (นปช.) ที่เสนอให้ยกเลิกมาตรา 44 และทุกคำสั่งของคณะรักษาความสงบแห่งชาติ (คสช.)เพื่อสร้างความปรองดอง
ที่มา : ""บิ๊กป้อม"" ดับฝันนปช. ย้ำชัดเลิกไม่ได้ ม.44ทำให้ชาติเจริญเติบโต http://www.matichon.co.th/news/496290",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1068985879869984/?type=3,2017-03-15 19:05:27,442,46,10,259,0,9,101,3,70
511585615610016_1068877859880786,"""ปริมาณยาเท่าพาราเซตามอลครึ่งเม็ด โดนแบบจัดเต็ม 15 ปี โครตเศร้าอะคับ #เปลี่ยนผู้เสพเป็นผู้ป่วย #บางทีโทษพี่ก็หนักไป"" #มิตรสหายท่านหนึ่ง","ศาลฎีกายกคำร้อง ""ยู่ยี่"" อดีตนางแบบเซ็กซี่ ต้องรับโทษจำคุก15ปี ปรับ1.5ล้าน คดีขนโคเคน",link,https://www.khaosod.co.th/breaking-news/news_255189,2017-03-15 10:52:02,1958,61,53,1729,1,54,6,158,10
511585615610016_1068671776568061,"""อยากรวยให้เป็นอธิการครับ โดยเฉพาะ พวก ม. นอกระบบนี่รวยเร็วดีจัง"" #มิตรสหายท่านหนึ่ง
http://www.matichon.co.th/news/495341",อธิการฯ มวล.ไม่ก้าวก่าย 8 อจ.แพทย์ลาออก ซัดอยากรวย 'อย่ามาเป็นอาจารย์',link,http://www.matichon.co.th/news/495341,2017-03-15 04:09:05,871,14,16,732,2,8,126,1,2
511585615610016_1068619163239989,"""เมื่อวานผมได้ข่าวเขาบอกเขาเขกหัวอย่างเดียว ซึ่งมันก็ไม่ควรอะนะ  บางทีหยอกไป คนก็ไม่เล่นด้วยนี่ เป็นคดีอีกล่ะ ก็เดี๋ยวทาง สปท. เขาดำเนินการอยู่นะครับ""

พล.อ.ประยุทธ์ จันทร์โอชา, 14 มี.ค.60
กล่าวถึงกรณี ""สปท. เขกหัว"" พนง.ร้านอาหาร
ที่มา : matichon tv https://www.youtube.com/watch?v=p3Ppw9Wpe3k",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1068619163239989/?type=3,2017-03-15 02:15:24,890,61,22,612,0,4,211,2,61
511585615610016_1068554376579801,"""เออ มันไม่ได้หล่อด้วยทองคำครับ ทุกคนในวัดรู้ว่ามันทำจากซิลิกอนละเคลือบด้วยไททาเนียม-ทอง

กูไปอ่านเจอตอนหาข้อมูลให้ลูกค้า หน้าเว็บวัดก็เขียนไว้"" #มิตรสหายท่านหนึ่ง",พุทธะอิสระโพสต์ขอให้ ดีเอสไอ เช็คพระทองคำแสนองค์ธรรมกาย เป็น ทองคำแท้ หรือ ทองคำปลอม!,link,http://www.nationtv.tv/main/content/social/378538650/,2017-03-14 23:40:15,1887,170,114,1308,3,9,534,2,31
511585615610016_1068543829914189,"""ดีแค่ไหนมีคนพิสูจน์อักษรให้"" #มิตรสหายท่านหนึ่ง",The Hacker News,photo,https://www.facebook.com/thehackernews/photos/a.197666140247267.65555.172819872731894/1787811904566008/?type=3,2017-03-14 23:16:31,1069,10,0,763,0,6,300,0,0
511585615610016_1068324333269472,"""ชื่อเสียงของแท็กซี่ที่มักโกงนักท่องเที่ยวกำลังทำร้ายการท่องเที่ยวมาเลเซีย แต่เมื่อมี Uber และ GrabCar นักท่องเที่ยวก็ไม่ต้องกลัวการมาเที่ยวประเทศเราอีกต่อไป"" 

มุมมองของ Nazri Aziz รัฐมนตรีกระทรวงการท่องเที่ยวมาเลเซีย แสดงความเห็นต่อ Uber/Grab ไว้เมื่อ 8 มกราคม 2017",Blognone,photo,https://www.facebook.com/blognone/photos/a.10150302877481716.327076.12105421715/10154339634061716/?type=3,2017-03-14 15:32:12,1457,20,0,1324,23,10,98,2,0
511585615610016_1068046263297279,"""พวกหมอกับพยาบาลนี่เขาไม่รู้จักภาษีอื่นๆ อย่าง VAT, ภาษีสรรพสามิต กันเหรอครับ?""

Chotisak Onsoong
ที่มา : https://www.facebook.com/photo.php?fbid=1851150504910919",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1068046263297279/?type=3,2017-03-14 07:36:05,1131,76,59,868,0,13,238,5,7
511585615610016_1068037983298107,"""จอมเกตูลส์ มาเอดะ ไทซน"" #มิตรสหายท่านหนึ่ง",Timeline Photos,photo,https://www.facebook.com/quoteV2/photos/a.512068612228383.1073741830.511585615610016/1068037983298107/?type=3,2017-03-14 07:06:34,4759,128,137,3899,17,108,727,3,5
511585615610016_1067927433309162,"""วันนี้ CNN ทำแคมเปญ #MyFreedomDay เพื่อรณรงค์การใช้แรงงานทาสสมัยใหม่ (modern slavery) และการใช้แรงงานเด็ก หลายคนอาจจะมองไปที่เด็กยากไร้ที่ถูกล่อลวงมาทำงาน นั่นก็มี แต่ผมคิดว่าการใช้แรงงานทาสแบบใหม่นี้ อยู่ไม่ไกลตัวเราเลย มันอยู่ในรูปแบบของ ""เด็กฝึกงานที่ไม่ได้รับค่าจ้าง"" 

ในขณะที่เรามีกฎหมายแรงงาน มีค่าแรงขั้นต่ำ แต่บริษัทยักษ์ใหญ่หลายบริษัท รวมถึงองค์กรระหว่างประเทศระดับโลกอย่างองค์การสหประชาชาติ ก็ไม่จ่ายค่าจ้างให้เด็กฝึกงาน เท่ากับว่าองค์การสหประชาชาติตัดโอกาสเด็กยากไร้ไปเลย คนที่เป็นเด็กฝึกงานขององค์การสหประชาชาติจึงต้องมีสตางค์ในระดับหนึ่งเลยยิ่งถ้าต้องฝึกงานที่สำนักงานใหญ่ประเทศสวิตเซอร์แลนด์เพราะUN ไม่ออกให้สักอย่าง

ถึงขนาดที่ว่าเด็กฝึกงานของยูเอ็นต้องตั้งกลุ่มขึ้นมาชื่อกลุ่ม 'จับตาแซนวิชยูเอ็น' คอยบอกกันว่าหน่วยงานของยูเอ็นจัดงานเมื่อไรตรงไหนจะได้ไปหยิบของว่างมากินฟรี เพราะค่าครองชีพนั้นแพงเหลือเกิน

นี่คงนับเป็นแรงงานทาสสมัยใหม่ได้อย่างหนึ่ง หรืออาจจะยิ่งกว่าทาสด้วยซ้ำ เพราะทาสยังได้ที่พักได้อาหารกิน องค์กรบางองค์กรกำหนดหน้าที่ความรับผิดชอบเป็นสิบอย่าง แต่ไม่จ่ายสตางค์สักแดง โดยใช้ข้ออ้างว่านี่เป็นงาน 'อาสาสมัคร'

หลายประเทศในยุโรปอย่างเช่นอิตาลี่ สเปน เยอรมันนี มีกฎหมายคุ้มครองการฝึกงานว่าต้องมีการจ่ายค่าจ้างขั้นต่ำเพราะมันคือการแลกกับแรงงาน และเริ่มมีการผลักดันให้สมาชิกสหภาพยุโรปคุ้มครองการฝึกงานด้วย(เด็กฝึกงานของสหภาพยุโรปก็ไม่ได้รับค่าจ้าง) ในขณะที่สหรัฐอเมริกายังไม่มีกฎหมายคุ้มครองที่ชัดเจน
ในประเทศไทยก็ยังมีองค์กรหลายองค์กรที่ไม่จ่ายค่าจ้างให้เด็กฝึกงานโดยอ้างว่าเป็นองค์กรไม่แสวงหากำไรบ้าง หรือว่าไม่มีงบประมาณเพียงพอบ้าง แต่ถ้าเป็นแบบนั้นก็ไม่ควรที่จะรับมาทำงานประจำแต่แรก""

- Rackchart Wong-arthichart
https://www.facebook.com/ohkub/posts/10155206245598939",,status,,2017-03-14 03:19:33,410,6,25,389,3,7,11,0,0
511585615610016_1067896153312290,"""กูดูแล้ว ถึงกับลุกขึ้นจับดาบเลย แหม่"" #มิตรสหายท่านหนึ่ง",หวั่นฟังแล้วหัวร้อน ดีเอสไอ ชี้ MV เพลงแปลงธรรมกาย หากเข้าข่ายยุยงปลุกปั่น ดำเนินคดีได้ท,link,http://prachatai.org/journal/2017/03/70560,2017-03-14 01:58:13,2092,61,45,1526,4,11,541,2,8
